date,race_id,bet_type,combo,pay100
2026-01-24,202608010809,wide,7-13,830
2026-01-24,202608010809,wide,7-9,360
2026-01-24,202608010809,wide,9-13,590
2026-01-24,202608010810,fukusho,10,150
2026-01-24,202608010810,fukusho,14,140
2026-01-24,202608010810,fukusho,4,110
2026-01-24,202608010810,sanrenpuku,4-10-14,760
2026-01-24,202608010810,sanrentan,4-14-10,2160
2026-01-24,202608010810,tansho,4,160
2026-01-24,202608010810,umaren,4-14,580
2026-01-24,202608010810,umatan,4-14,670
2026-01-24,202608010810,wide,10-14,390
2026-01-24,202608010810,wide,4-10,260
2026-01-24,202608010810,wide,4-14,240
2026-01-24,202608010811,fukusho,14,220
2026-01-24,202608010811,fukusho,4,150
2026-01-24,202608010811,fukusho,5,1500
2026-01-24,202608010811,sanrenpuku,4-5-14,29980
2026-01-24,202608010811,sanrentan,5-4-14,317600
2026-01-24,202608010811,tansho,5,10650
2026-01-24,202608010811,umaren,4-5,16130
2026-01-24,202608010811,umatan,5-4,44900
2026-01-24,202608010811,wide,4-14,520
2026-01-24,202608010811,wide,4-5,3860
2026-01-24,202608010811,wide,5-14,9210
2026-01-24,202608010812,fukusho,10,180
2026-01-24,202608010812,fukusho,4,120
2026-01-24,202608010812,fukusho,8,160
2026-01-24,202608010812,sanrenpuku,4-8-10,1690
2026-01-24,202608010812,sanrentan,8-4-10,8600
2026-01-24,202608010812,tansho,8,590
2026-01-24,202608010812,umaren,4-8,670
2026-01-24,202608010812,umatan,8-4,1620
2026-01-24,202608010812,wide,4-10,380
2026-01-24,202608010812,wide,4-8,260
2026-01-24,202608010812,wide,8-10,520
2026-01-24,202610010101,fukusho,10,350
2026-01-24,202610010101,fukusho,5,110
2026-01-24,202610010101,fukusho,6,1180
2026-01-24,202610010101,sanrenpuku,5-6-10,16440
2026-01-24,202610010101,sanrentan,5-10-6,53840
2026-01-24,202610010101,tansho,5,140
2026-01-24,202610010101,umaren,5-10,1410
2026-01-24,202610010101,umatan,5-10,1960
2026-01-24,202610010101,wide,5-10,640
2026-01-24,202610010101,wide,5-6,1520
2026-01-24,202610010101,wide,6-10,7370
2026-01-24,202610010102,fukusho,14,190
2026-01-24,202610010102,fukusho,4,110
2026-01-24,202610010102,fukusho,6,110
2026-01-24,202610010102,sanrenpuku,4-6-14,710
2026-01-24,202610010102,sanrentan,4-14-6,5750
2026-01-24,202610010102,tansho,4,210
2026-01-24,202610010102,umaren,4-14,1410
2026-01-24,202610010102,umatan,4-14,2270
2026-01-24,202610010102,wide,4-14,380
2026-01-24,202610010102,wide,4-6,150
2026-01-24,202610010102,wide,6-14,440
2026-01-24,202610010103,fukusho,11,2460
2026-01-24,202610010103,fukusho,2,110
2026-01-24,202610010103,fukusho,7,170
2026-01-24,202610010103,sanrenpuku,2-7-11,25340
2026-01-24,202610010103,sanrentan,2-7-11,54700
2026-01-24,202610010103,tansho,2,180
2026-01-24,202610010103,umaren,2-7,550
2026-01-24,202610010103,umatan,2-7,790
2026-01-24,202610010103,wide,2-11,5920
2026-01-24,202610010103,wide,2-7,280
2026-01-24,202610010103,wide,7-11,9820
2026-01-24,202610010104,fukusho,5,130
2026-01-24,202610010104,fukusho,8,210
2026-01-24,202610010104,fukusho,9,220
2026-01-24,202610010104,sanrenpuku,5-8-9,3810
2026-01-24,202610010104,sanrentan,5-9-8,18130
2026-01-24,202610010104,tansho,5,320
2026-01-24,202610010104,umaren,5-9,1650
2026-01-24,202610010104,umatan,5-9,2950
2026-01-24,202610010104,wide,5-8,540
2026-01-24,202610010104,wide,5-9,670
2026-01-24,202610010104,wide,8-9,820
2026-01-24,202610010105,fukusho,3,130
2026-01-24,202610010105,fukusho,6,110
2026-01-24,202610010105,fukusho,7,140
2026-01-24,202610010105,sanrenpuku,3-6-7,990
2026-01-24,202610010105,sanrentan,6-3-7,2990
2026-01-24,202610010105,tansho,6,220
2026-01-24,202610010105,umaren,3-6,570
2026-01-24,202610010105,umatan,6-3,970
2026-01-24,202610010105,wide,3-6,230
2026-01-24,202610010105,wide,3-7,540
2026-01-24,202610010105,wide,6-7,250
2026-01-24,202610010106,fukusho,18,160
2026-01-24,202610010106,fukusho,3,890
2026-01-24,202610010106,fukusho,6,980
2026-01-24,202610010106,sanrenpuku,3-6-18,52930
2026-01-24,202610010106,sanrentan,18-6-3,165320
2026-01-24,202610010106,tansho,18,260
2026-01-24,202610010106,umaren,6-18,5990
2026-01-24,202610010106,umatan,18-6,8090
2026-01-24,202610010106,wide,3-18,2080
2026-01-24,202610010106,wide,3-6,5240
2026-01-24,202610010106,wide,6-18,2220
2026-01-24,202610010107,fukusho,15,140
2026-01-24,202610010107,fukusho,7,280
2026-01-24,202610010107,fukusho,9,320
2026-01-24,202610010107,sanrenpuku,7-9-15,6440
2026-01-24,202610010107,sanrentan,15-7-9,22190
2026-01-24,202610010107,tansho,15,250
2026-01-24,202610010107,umaren,7-15,1560
2026-01-24,202610010107,umatan,15-7,2240
2026-01-24,202610010107,wide,7-15,760
2026-01-24,202610010107,wide,7-9,1530
2026-01-24,202610010107,wide,9-15,880
2026-01-24,202610010108,fukusho,1,110
2026-01-24,202610010108,fukusho,5,130
2026-01-24,202610010108,sanrenpuku,1-4-5,470
2026-01-24,202610010108,sanrentan,1-5-4,1070
2026-01-24,202610010108,tansho,1,140
2026-01-24,202610010108,umaren,1-5,200
2026-01-24,202610010108,umatan,1-5,270
2026-01-24,202610010108,wide,1-4,220
2026-01-24,202610010108,wide,1-5,120
2026-01-24,202610010108,wide,4-5,310
2026-01-24,202610010109,fukusho,12,350
2026-01-24,202610010109,fukusho,5,170
2026-01-24,202610010109,fukusho,8,410
2026-01-24,202610010109,sanrenpuku,5-8-12,8940
2026-01-24,202610010109,sanrentan,12-5-8,66640
2026-01-24,202610010109,tansho,12,1440
2026-01-24,202610010109,umaren,5-12,3240
2026-01-24,202610010109,umatan,12-5,6890
2026-01-24,202610010109,wide,5-12,1020
2026-01-24,202610010109,wide,5-8,870
2026-01-24,202610010109,wide,8-12,2010
2026-01-24,202610010110,fukusho,2,120
2026-01-24,202610010110,fukusho,4,130
2026-01-24,202610010110,fukusho,9,220
2026-01-24,202610010110,sanrenpuku,2-4-9,1180
2026-01-24,202610010110,sanrentan,4-2-9,3960
2026-01-24,202610010110,tansho,4,280
2026-01-24,202610010110,umaren,2-4,420
2026-01-24,202610010110,umatan,4-2,880
2026-01-24,202610010110,wide,2-4,220
2026-01-24,202610010110,wide,2-9,410
2026-01-24,202610010110,wide,4-9,480
2026-01-24,202610010111,fukusho,16,410
2026-01-24,202610010111,fukusho,17,150
2026-01-24,202610010111,fukusho,8,170
2026-01-24,202610010111,sanrenpuku,8-16-17,7330
2026-01-24,202610010111,sanrentan,17-16-8,36960
2026-01-24,202610010111,tansho,17,360
2026-01-24,202610010111,umaren,16-17,4470
2026-01-24,202610010111,umatan,17-16,6480
2026-01-24,202610010111,wide,16-17,1630
2026-01-24,202610010111,wide,8-16,1290
2026-01-24,202610010111,wide,8-17,420
2026-01-24,202610010112,fukusho,1,740
2026-01-24,202610010112,fukusho,8,210
2026-01-24,202610010112,fukusho,9,140
2026-01-24,202610010112,sanrenpuku,1-8-9,7750
2026-01-24,202610010112,sanrentan,8-9-1,40860
2026-01-24,202610010112,tansho,8,750
2026-01-24,202610010112,umaren,8-9,920
2026-01-24,202610010112,umatan,8-9,2230
2026-01-24,202610010112,wide,1-8,2980
2026-01-24,202610010112,wide,1-9,1650
2026-01-24,202610010112,wide,8-9,410
